100,2013,110,1200,13.94,1.008,33.82,125.6,.008,32.01,134.3,1.508,34.71,87.1,.512,32.92,184.8,1.008,33.82,115.9,.512,32.92,71.4,.508,32.91,87.7,.008,32.01,117.3,-6999,-6999,0,-6999,-6999,0
100,2013,110,1300,13.96,1.992,35.59,125.3,.992,33.79,134.1,2.492,36.49,87.2,1.992,35.59,185.2,1.992,35.59,133.3,1.992,35.59,71.2,1.496,34.69,87.6,.992,33.79,117.1,-6999,-6999,0,-6999,-6999,0
100,2013,110,1400,13.96,1.017,33.83,124.8,.012,32.02,133.8,1.512,34.72,86.9,1.012,33.82,185,1.017,33.83,115.8,1.017,33.83,71.3,1.012,33.82,87.5,.017,32.03,116.7,-6999,-6999,0,-6999,-6999,0
100,2013,110,1500,13.94,2.987,37.38,124.7,1.487,34.68,133.9,2.987,37.38,87.1,2.487,36.48,185.2,2.987,37.38,115.4,2.987,37.38,70.6,2.487,36.48,87.1,1.987,35.58,117,-6999,-6999,0,-6999,-6999,0
100,2013,110,1600,13.94,1.496,34.69,124.3,-.004,31.99,133.2,1.496,34.69,87,1,33.8,184.9,1.496,34.69,115.5,1.496,34.69,70.1,1,33.8,86.2,.496,32.89,117.1,-6999,-6999,0,-6999,-6999,0
100,2013,110,1700,13.94,.992,33.79,124.2,-.504,31.09,131.5,.992,33.79,86.9,.992,33.79,184.6,.992,33.79,133.3,.992,33.79,70.6,.992,33.79,85.7,-.008,31.98,117.1,-6999,-6999,0,-6999,-6999,0
100,2013,110,1800,13.94,-.008,31.98,123.3,-1.012,30.18,130.7,-.008,31.98,86.7,-.008,31.98,184.6,-.008,31.98,133.9,-.008,31.98,69.7,-.008,31.98,86,-1.012,30.18,117.4,-6999,-6999,0,-6999,-6999,0
100,2013,110,1900,13.97,-1.004,30.19,123.4,-2.504,27.49,130.5,-1.004,30.19,86.7,-1.004,30.19,184.4,-1.004,30.19,134.4,-1.004,30.19,69.7,-1.004,30.19,86.1,-2.504,27.49,117.5,-6999,-6999,0,-6999,-6999,0
100,2013,110,2000,13.99,-1.504,29.29,123.5,-3.004,26.59,129.8,-1.504,29.29,86.6,-1.504,29.29,184,-1.504,29.29,114.7,-1.504,29.29,69.9,-1.504,29.29,86.1,-3.004,26.59,117.1,-6999,-6999,0,-6999,-6999,0
100,2013,110,2100,14.01,-2.004,28.39,123.2,-3.504,25.69,130.6,-2.004,28.39,86.4,-2.004,28.39,184.1,-2.004,28.39,114.5,-2.004,28.39,70.1,-2.004,28.39,85.9,-3.504,25.69,117.2,-6999,-6999,0,-6999,-6999,0
100,2013,110,2200,14.02,-2.504,27.49,123.8,-4.004,24.79,132.5,-2.504,27.49,86.3,-2.504,27.49,183.7,-2.504,27.49,134,-2.504,27.49,67.9,-2.504,27.49,86.6,-4.004,24.79,115.9,-6999,-6999,0,-6999,-6999,0
100,2013,110,2300,14.04,-3.004,26.59,123.9,-4.504,23.89,132.8,-3.004,26.59,86.3,-3.004,26.59,183.8,-3.004,26.59,133.5,-3.004,26.59,70.4,-3.004,26.59,86.9,-4.504,23.89,116,-6999,-6999,0,-6999,-6999,0
100,2013,110,2400,14.05,-3.5,25.7,124.4,-5,23,129.5,-3.5,25.7,86.7,-3.5,25.7,183.8,-3.5,25.7,115.8,-3.5,25.7,70.2,-3.5,25.7,86.9,-5,23,116,-6999,-6999,0,-6999,-6999,0
100,2013,111,100,14.06,-3.504,25.69,124.5,-5.004,22.99,131.7,-3.504,25.69,87,-3.504,25.69,183.9,-3.504,25.69,123.7,-3.504,25.69,68.6,-3.504,25.69,87.2,-5.004,22.99,116.7,-6999,-6999,0,-6999,-6999,0
100,2013,111,200,14.07,-4.004,24.79,124.2,-5.5,22.1,131.2,-4.004,24.79,86.6,-4.004,24.79,183.9,-4.004,24.79,124.4,-4.004,24.79,66.1,-4,24.8,87,-5.5,22.1,117.6,-6999,-6999,0,-6999,-6999,0
100,2013,111,300,14.08,-4.5,23.9,124.2,-5.504,22.09,131.8,-4.496,23.91,86.6,-4.5,23.9,183.9,-4.5,23.9,123.7,-4.5,23.9,64.3,-4,24.8,87,-5.5,22.1,117.6,-6999,-6999,0,-6999,-6999,0
